id,name,videoType,hdUrl,sdUrl,hlsUrl,thumbnail
5395466,"Good mornings 2",awss3,https://video.trainerize.com/videos/9665427/c38f57f1-6e1d-4599-848c-e27f5acbf383/HD.mp4,https://video.trainerize.com/videos/9665427/c38f57f1-6e1d-4599-848c-e27f5acbf383/SD.mp4,https://video.trainerize.com/videos/9665427/c38f57f1-6e1d-4599-848c-e27f5acbf383/HLS.m3u8,https://video.trainerize.com/videos/9665427/c38f57f1-6e1d-4599-848c-e27f5acbf383/HD-00001.jpg
5486142,"Hamstring ab dolly rolls",awss3,https://video.trainerize.com/videos/10457640/b971a77d-09ca-4833-972d-fc355a5c8fe1/HD.mp4,https://video.trainerize.com/videos/10457640/b971a77d-09ca-4833-972d-fc355a5c8fe1/SD.mp4,https://video.trainerize.com/videos/10457640/b971a77d-09ca-4833-972d-fc355a5c8fe1/HLS.m3u8,https://video.trainerize.com/videos/10457640/b971a77d-09ca-4833-972d-fc355a5c8fe1/HD-00001.jpg
5395099,"Hamstring curl into SL curl",awss3,https://video.trainerize.com/videos/9663027/28c055c7-0360-40aa-93cb-afdbe14951e7/HD.mp4,https://video.trainerize.com/videos/9663027/28c055c7-0360-40aa-93cb-afdbe14951e7/SD.mp4,https://video.trainerize.com/videos/9663027/28c055c7-0360-40aa-93cb-afdbe14951e7/HLS.m3u8,https://video.trainerize.com/videos/9663027/28c055c7-0360-40aa-93cb-afdbe14951e7/HD-00001.jpg
6518728,"Handstand pushes",awss3,https://video.trainerize.com/videos/18576278/4fde56d3-63a3-4895-8eaf-8d2e50010dcf/HD.mp4,https://video.trainerize.com/videos/18576278/4fde56d3-63a3-4895-8eaf-8d2e50010dcf/SD.mp4,https://video.trainerize.com/videos/18576278/4fde56d3-63a3-4895-8eaf-8d2e50010dcf/HLS.m3u8,https://video.trainerize.com/videos/18576278/4fde56d3-63a3-4895-8eaf-8d2e50010dcf/HD-00001.jpg
5486160,"Hanging alt SL release",awss3,https://video.trainerize.com/videos/10457674/f0c637aa-134e-4189-b2ea-9d3be33b6e76/HD.mp4,https://video.trainerize.com/videos/10457674/f0c637aa-134e-4189-b2ea-9d3be33b6e76/SD.mp4,https://video.trainerize.com/videos/10457674/f0c637aa-134e-4189-b2ea-9d3be33b6e76/HLS.m3u8,https://video.trainerize.com/videos/10457674/f0c637aa-134e-4189-b2ea-9d3be33b6e76/HD-00001.jpg
5486162,"Hanging knee raise holds",awss3,https://video.trainerize.com/videos/10457683/91de00f9-4c5d-4d74-bc92-81824aa6b499/HD.mp4,https://video.trainerize.com/videos/10457683/91de00f9-4c5d-4d74-bc92-81824aa6b499/SD.mp4,https://video.trainerize.com/videos/10457683/91de00f9-4c5d-4d74-bc92-81824aa6b499/HLS.m3u8,https://video.trainerize.com/videos/10457683/91de00f9-4c5d-4d74-bc92-81824aa6b499/HD-00001.jpg
5486158,"Hanging knee raise slow eccentric",awss3,https://video.trainerize.com/videos/10457669/f056b292-8877-49d3-87af-1f87acd4be3a/HD.mp4,https://video.trainerize.com/videos/10457669/f056b292-8877-49d3-87af-1f87acd4be3a/SD.mp4,https://video.trainerize.com/videos/10457669/f056b292-8877-49d3-87af-1f87acd4be3a/HLS.m3u8,https://video.trainerize.com/videos/10457669/f056b292-8877-49d3-87af-1f87acd4be3a/HD-00001.jpg
6394083,"Inch worms 2",awss3,https://video.trainerize.com/videos/17401338/6cee220b-1bac-4dbb-a246-f2e8a0894d11/HD.mp4,https://video.trainerize.com/videos/17401338/6cee220b-1bac-4dbb-a246-f2e8a0894d11/SD.mp4,https://video.trainerize.com/videos/17401338/6cee220b-1bac-4dbb-a246-f2e8a0894d11/HLS.m3u8,https://video.trainerize.com/videos/17401338/6cee220b-1bac-4dbb-a246-f2e8a0894d11/HD-00001.jpg
5504403,"Incline push ups  2",awss3,https://video.trainerize.com/videos/10632099/b893482f-2577-4c8c-a2f8-e78eed082419/HD.mp4,https://video.trainerize.com/videos/10632099/b893482f-2577-4c8c-a2f8-e78eed082419/SD.mp4,https://video.trainerize.com/videos/10632099/b893482f-2577-4c8c-a2f8-e78eed082419/HLS.m3u8,https://video.trainerize.com/videos/10632099/b893482f-2577-4c8c-a2f8-e78eed082419/HD-00001.jpg
7230936,"Isometric lunge w/ DB overhead ext",awss3,https://video.trainerize.com/videos/26194128/45744676-19b1-4e75-b445-387db2f0f704/HD.mp4,https://video.trainerize.com/videos/26194128/45744676-19b1-4e75-b445-387db2f0f704/SD.mp4,https://video.trainerize.com/videos/26194128/45744676-19b1-4e75-b445-387db2f0f704/HLS.m3u8,https://video.trainerize.com/videos/26194128/45744676-19b1-4e75-b445-387db2f0f704/HD-00001.jpg
7230852,"Isometric side lunge with tricep kick back",awss3,https://video.trainerize.com/videos/26193768/ca1a03a3-69ab-4813-be3a-5b60465b796e/HD.mp4,https://video.trainerize.com/videos/26193768/ca1a03a3-69ab-4813-be3a-5b60465b796e/SD.mp4,https://video.trainerize.com/videos/26193768/ca1a03a3-69ab-4813-be3a-5b60465b796e/HLS.m3u8,https://video.trainerize.com/videos/26193768/ca1a03a3-69ab-4813-be3a-5b60465b796e/HD-00001.jpg
7230975,"Isometric squat with RB row",awss3,https://video.trainerize.com/videos/26194367/107fc44d-0bdb-469d-baf5-2bbe112aab8c/HD.mp4,https://video.trainerize.com/videos/26194367/107fc44d-0bdb-469d-baf5-2bbe112aab8c/SD.mp4,https://video.trainerize.com/videos/26194367/107fc44d-0bdb-469d-baf5-2bbe112aab8c/HLS.m3u8,https://video.trainerize.com/videos/26194367/107fc44d-0bdb-469d-baf5-2bbe112aab8c/HD-00001.jpg
